#Source                    |Destination                |Total Strands|Capacity|Bid  |Client
#=============================================================================================
Kansas City, Missouri      ; Madison, Wisconsin        ;            7;      57;  871;     0
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;      67;  855;  1372
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      12;  906;  1373
Denver, Colorado           ; Salt Lake City, Utah      ;            1;      32;  876;  1374
Denver, Colorado           ; Madison, Wisconsin        ;            8;      67;  773;  1375
San Francisco, California  ; Salt Lake City, Utah      ;            7;       5;  929;  1376
San Francisco, California  ; Madison, Wisconsin        ;            9;      80;  760;  1377
Kansas City, Missouri      ; Salt Lake City, Utah      ;            9;      99;  742;  1378
San Francisco, California  ; Denver, Colorado          ;            5;       4;  939;  1379
San Francisco, California  ; Salt Lake City, Utah      ;           10;      88;  663;  1380
Denver, Colorado           ; Madison, Wisconsin        ;            3;      31;  939;  1381
San Francisco, California  ; Denver, Colorado          ;            7;      26;  784;  1382
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      55;  784;  1383
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      42;  679;  1384
Denver, Colorado           ; Madison, Wisconsin        ;            4;       3;  713;  1385
Kansas City, Missouri      ; Salt Lake City, Utah      ;            8;      55;  787;  1386
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      78;  873;  1387
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;      90;  666;  1388
Kansas City, Missouri      ; Denver, Colorado          ;            9;      19;  766;  1389
San Francisco, California  ; Denver, Colorado          ;            2;      16;  824;  1390
San Francisco, California  ; Madison, Wisconsin        ;            7;      62;  951;  1391
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      91;  754;  1392
San Francisco, California  ; Denver, Colorado          ;            7;      75;  747;  1393
Kansas City, Missouri      ; Salt Lake City, Utah      ;            3;      72;  645;  1394
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      29;  751;  1395
Kansas City, Missouri      ; Denver, Colorado          ;            5;      11;  610;  1396
Denver, Colorado           ; Madison, Wisconsin        ;            4;      24;  648;  1397
San Francisco, California  ; Salt Lake City, Utah      ;            7;      27;  791;  1398
Kansas City, Missouri      ; Denver, Colorado          ;            8;      25;  642;  1399
Denver, Colorado           ; Madison, Wisconsin        ;            8;      78;  713;  1400
Kansas City, Missouri      ; Denver, Colorado          ;            6;      90;  864;  1401
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      75;  772;  1402
Kansas City, Missouri      ; Denver, Colorado          ;            3;      11;  709;  1403
San Francisco, California  ; Madison, Wisconsin        ;           10;      94;  989;  1404
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      74;  891;  1405
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      63;  706;  1406
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      97;  651;  1407
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      53;  775;  1408
San Francisco, California  ; Denver, Colorado          ;           10;      45;  937;  1409
Denver, Colorado           ; Madison, Wisconsin        ;            3;      60;  714;  1410
Denver, Colorado           ; Madison, Wisconsin        ;           10;      88;  646;  1411
Kansas City, Missouri      ; Denver, Colorado          ;            3;       7;  882;  1412
Kansas City, Missouri      ; Salt Lake City, Utah      ;           10;      32;  921;  1413
Kansas City, Missouri      ; Madison, Wisconsin        ;            1;      61;  696;  1414
Kansas City, Missouri      ; Denver, Colorado          ;            9;      65;  887;  1415
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      98;  844;  1416
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      54;  937;  1417
Denver, Colorado           ; Salt Lake City, Utah      ;            2;       9;  640;  1418
San Francisco, California  ; Salt Lake City, Utah      ;            8;      83;  940;  1419
Denver, Colorado           ; Madison, Wisconsin        ;            3;      46;  607;  1420
Kansas City, Missouri      ; Madison, Wisconsin        ;            8;       9;  705;  1421
San Francisco, California  ; Madison, Wisconsin        ;            3;      80;  927;  1422
Kansas City, Missouri      ; Salt Lake City, Utah      ;           10;     100;  718;  1423
Denver, Colorado           ; Madison, Wisconsin        ;            7;      48;  645;  1424
San Francisco, California  ; Salt Lake City, Utah      ;            5;      57;  973;  1425
Denver, Colorado           ; Madison, Wisconsin        ;            3;      50;  680;  1426
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      29;  869;  1427
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      34;  858;  1428
San Francisco, California  ; Salt Lake City, Utah      ;            8;      68;  974;  1429
San Francisco, California  ; Salt Lake City, Utah      ;            7;      73;  928;  1430
Denver, Colorado           ; Madison, Wisconsin        ;           10;      16;  849;  1431
San Francisco, California  ; Denver, Colorado          ;            5;       8;  666;  1432
Kansas City, Missouri      ; Madison, Wisconsin        ;            2;      66;  850;  1433
San Francisco, California  ; Madison, Wisconsin        ;            8;      91;  885;  1434
San Francisco, California  ; Denver, Colorado          ;           10;      81;  972;  1435
San Francisco, California  ; Denver, Colorado          ;            2;      66;  622;  1436
Denver, Colorado           ; Madison, Wisconsin        ;            6;      30;  715;  1437
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;      42;  872;  1438
San Francisco, California  ; Denver, Colorado          ;            6;      35;  957;  1439
San Francisco, California  ; Salt Lake City, Utah      ;            1;      65;  678;  1440
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      63;  845;  1441
Kansas City, Missouri      ; Denver, Colorado          ;            9;      71;  688;  1442
San Francisco, California  ; Denver, Colorado          ;           10;      69;  997;  1443
Kansas City, Missouri      ; Salt Lake City, Utah      ;            9;      73;  725;  1444
Denver, Colorado           ; Salt Lake City, Utah      ;            1;      48;  948;  1445
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      65;  624;  1446
San Francisco, California  ; Salt Lake City, Utah      ;           10;      75;  702;  1447
Kansas City, Missouri      ; Salt Lake City, Utah      ;           10;      68;  837;  1448
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;       3;  826;  1449
San Francisco, California  ; Denver, Colorado          ;            6;      12;  614;  1450
San Francisco, California  ; Madison, Wisconsin        ;            2;      74;  804;  1451
San Francisco, California  ; Salt Lake City, Utah      ;            8;      37;  756;  1452
San Francisco, California  ; Salt Lake City, Utah      ;            1;      76;  873;  1453
Kansas City, Missouri      ; Madison, Wisconsin        ;            2;      66;  652;  1454
San Francisco, California  ; Madison, Wisconsin        ;            4;      48;  661;  1455
San Francisco, California  ; Madison, Wisconsin        ;            8;      62;  631;  1456
Denver, Colorado           ; Madison, Wisconsin        ;            1;      58;  845;  1457
Denver, Colorado           ; Madison, Wisconsin        ;            2;      82;  922;  1458
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      51;  986;  1459
San Francisco, California  ; Salt Lake City, Utah      ;            3;      21;  978;  1460
Denver, Colorado           ; Madison, Wisconsin        ;            6;      53;  938;  1461
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      41;  667;  1462
Denver, Colorado           ; Salt Lake City, Utah      ;            1;      74;  996;  1463
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;      94;  984;  1464
Kansas City, Missouri      ; Madison, Wisconsin        ;            2;      27;  907;  1465
Denver, Colorado           ; Madison, Wisconsin        ;            5;      79;  789;  1466
Kansas City, Missouri      ; Madison, Wisconsin        ;            7;      49;  907;  1467
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      82;  789;  1468
Denver, Colorado           ; Salt Lake City, Utah      ;            6;       8;  891;  1469
Kansas City, Missouri      ; Denver, Colorado          ;            6;      44;  662;  1470
Denver, Colorado           ; Madison, Wisconsin        ;            7;      90;  947;  1471
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;      31;  649;  1472
San Francisco, California  ; Denver, Colorado          ;            8;      78;  629;  1473
Kansas City, Missouri      ; Madison, Wisconsin        ;            9;      88;  766;  1474
San Francisco, California  ; Madison, Wisconsin        ;            3;      89;  860;  1475
Kansas City, Missouri      ; Salt Lake City, Utah      ;           10;      83;  797;  1476
Denver, Colorado           ; Madison, Wisconsin        ;            4;      57;  777;  1477
San Francisco, California  ; Denver, Colorado          ;            4;       7;  605;  1478
Denver, Colorado           ; Salt Lake City, Utah      ;            4;       9;  892;  1479
Kansas City, Missouri      ; Madison, Wisconsin        ;            7;      57;  787;  1480
Kansas City, Missouri      ; Salt Lake City, Utah      ;            3;      59;  731;  1481
Kansas City, Missouri      ; Denver, Colorado          ;            6;      33;  988;  1482
Denver, Colorado           ; Salt Lake City, Utah      ;            7;      20;  647;  1483
Denver, Colorado           ; Madison, Wisconsin        ;            4;      79;  970;  1484
San Francisco, California  ; Denver, Colorado          ;            5;      67;  830;  1485
Kansas City, Missouri      ; Madison, Wisconsin        ;            8;      53;  749;  1486
San Francisco, California  ; Salt Lake City, Utah      ;            5;      18;  953;  1487
